name|numLocations|type|address|website|state|brewery_id
Champion Brewing Company|1|Brewpub|1442 Larimer St., Denver, Colorado, 80202|-|colorado|28476
Chances Are Brewpub|1|Brewpub|347 S. Pierre St., Pierre, South Dakota, 57501|http://scream.iw.net/~lbeck/|south-dakota|28477
Chapter House Brewpub|1|Brewpub|400 Stewart Ave., Ithaca, New York, 14850|http://www.chapterhouseithaca.com/|new-york|28478
Charleston Brewing Company|1|ContractBrewery-Closed|PO Box 21482, Charleston, South Carolina, 29413|http://www.charlestonbrewing.com/|south-carolina|11842
Charleville Winery & Microbrewery|1|Microbrewery|16937 Boyd Rd., St. Genevieve, Missouri, 63670|http://www.charlevillevineyard.com/|missouri|28480
Charlie & Jake's Brewery & BBQ|1|Brewpub|6300 N. Wickham Rd., Melbourne, Florida, 32940|-|florida|28481
Chau Tien|1|ContractBrewery|PO Box 221185, Carmel, California, 93923|http://www.paleale.com/|california|28482
Chelsea Brewing Co.|1|Brewpub|Pier 59, Chelsea Piers, New York, New York, 10011|http://www.chelseabrewingco.com/|new-york|28483
Cherry Creek Brewing Company|1|ContractBrewery|1065 S. Elisabeth St., Denver, Colorado, 80209|-|colorado|28484
Cherry Street Brewing Co.|1|Microbrewery|6820 E. 79th Pl., Tulsa, Oklahoma, 74133|-|oklahoma|28485
Cherryland Brewing|1|Microbrewery|341 N. 3rd Ave., Sturgeon Bay, Wisconsin, 54235|http://www.brewmasterinc.com/|wisconsin|28486
Chesapeake U-Brew|1|BOP-BrewOnPremise-Closed|2303-A Forest Dr., Annapolis, Maryland, 21401|-|maryland|28487
Cheshire Cat Brewery|1|Brewpub|7803 Ralston Rd, Arvada, Colorado, 80002|http://www.catsbrew.com/|colorado|28488
Cheyenne Mountain Brewing Co.|1|Microbrewery|3029 Delta Dr., Colorado Springs, Colorado, 80910|-|colorado|28489
Chicago Brew Pub|1|Brewpub|1145 Woodruff Rd., Greenville, South Carolina, 29607|-|south-carolina|28490
Chicago Brewing Co-NV|1|Brewpub|2201 S Fort Apache Rd, Las Vegas, Nevada, 89117|https://www.facebook.com/pages/Chicago-Brewing-Company/112157228817445|nevada|28491
Chicago Brewing Company|1|Microbrewery|1830 N. Besly Ct., Chicago, Illinois, 60622|http://www.chicagobrewingcolv.com/|illinois|2308
Chit's|1|Brewpub|500 East Markham St., Little Rock, Arkansas, 72201|http://www.chits.com/|arkansas|28493
ChopHouse and Brewery - Cleveland|1|Brewpub|824 W St. Clair Ave., Cleveland, Ohio, 44113|http://www.chophouse.com/|ohio|28494
ChopHouse and Brewery-Denver|1|Brewpub|1735 19th St. Suite 100, Denver, Colorado, 80202|http://www.chophouse.com/|colorado|28495
Chophouse & Brewery|1|Brewpub|509 7th St. NW, Washington, DC, Washington DC, 20004|http://www.chophouse.com/RockBottomWeb/CH/Home.aspx|washington-dc|28496
Christian Moerlein Brewing Co.|1|ContractBrewery|PO Box 1007, Cincinnati, Ohio, 45044|http://www.christianmoerlein.com/|ohio|28497
Church Brew Works/ Lawrenceville Brewery Inc.|1|Brewpub|3525 Liberty Ave., Pittsburgh, Pennsylvania, 15201|http://www.churchbrew.com/|pennsylvania|28498
Cigar City Brewing Co|1|Microbrewery|3924 Spruce St W, Ste A, Tampa, Florida, 33607|https://cigarcitybrewing.com/|florida|28499
Circle V Brewing Co.|1|Brewpub-Closed|8310 Craig St., Indianapolis, Indiana, 46250|-|indiana|28500
Cirque Brewery|1|Microbrewery|Prosser, Washington|-|washington|28501
Cisco Brewers|1|Microbrewery|5 Bartlett Farm Rd., Nantucket, Massachusetts, 2584|http://www.ciscobrewers.com/|massachusetts|28502
City Brewing Co.|1|RegionalBrewery|925 Sout 3rd st., La Crosse, Wisconsin, 54601|http://www.citybrewery.com/|wisconsin|28503
City Steam Brasserie and Brewing Café|1|Brewpub|942 Main St, Hartford, Connecticut, 6103|http://www.citysteambrewerycafe.com/|connecticut|28504
Clamtown Brewery Inc.|1|Microbrewery|P.O. Box 319, Ipswich, Massachusetts, 1938|-|massachusetts|28505
Clay Pipe Brewing Co|1|Microbrewery|1203 New Windsor Road, Westminster, Maryland, 21157|http://www.cpbrewing.com/|maryland|28506
Clevelander Brewery|1|Brewpub-Closed|1020 Ocean Drive, Miami, Florida, 33139|-|florida|28507
Climax Brewing Co.|1|Microbrewery|112 Valley Rd., Roselle Park, New Jersey, 7204|http://www.climaxbrewing.com/|new-jersey|28508
Clinton Street Brewery|1|Brewpub|2524 SE Clinton St., Portland, Oregon, 97202|-|oregon|28509
Clipper City Brewing Co.|1|Microbrewery|4615 Hollins Ferry Rd. Ste. B, Baltimore, Maryland, 21227|http://www.clippercity.com/|maryland|28510
Clubhaus Brewpub|1|Brewpub-Closed|7 2nd St. SW, Rochester, Minnesota, 55902|-|minnesota|28511
Coachs Brewing Co.|1|Brewpub|110 W Main St., Norman, Oklahoma, 73069|http://www.coachsrestaurantbrewery.com/|oklahoma|28512
Coast Brewing Co.|1|Microbrewery|1250 2nd St. N, North Charleston, South Carolina, 29405|http://www.coastbrewing.com/|south-carolina|28513
Coastal Brewing Co.|1|RegionalBrewery|33 West St., Annapolis, Maryland, 21401|http://www.coastbrewing.com/|maryland|28514
Coastal Brewing Inc.|1|ContractBrewery|P.O. Box 1179, Duxbury, Massachusetts, 2331|-|massachusetts|28515
Coastal Extreme Brewing Co.|1|Microbrewery|PO Box 62B, Newport, Rhode Island, 2840|http://www.newportstorm.com/|rhode-island|688
Cobblestone Brewery & Pub|1|Brewpub-Closed|110 N. 18th St., Richmond, Virginia, 23224|-|virginia|28517
Cobblestone Winery & Brewery|1|Brewpub-Closed|268 Broadway, Huntington, New York|-|new-york|28518
Cocoa Beach Brewing Co|1|Brewpub|150 N Atlantic Ave, Cocoa Beach, Florida, 32931|http://www.cocoabeachbrewingcompany.com/|florida|28519
Coddington Brewing Co.|1|Brewpub|210 Coddington Hwy., Middletown, Rhode Island, 2842|http://www.newport-brewery.com/|rhode-island|1164
Coeur D'Alene Brewing Co.|1|Microbrewery|204 N. 2nd St., Coeur D'Alene, Idaho, 83814|http://www.cdabrewing.com/|idaho|28521
Coffaro Beer|1|ContractBrewery|307 Madison Ct., Brick, New Jersey, 8724|-|new-jersey|28522
Cold Spring Brewing Co.|1|Microbrewery|219 N. Red River Ave., Cold Spring, Minnesota, 56320|http://www.coldspringbrewery.com/|minnesota|892
Colorado Belle Boiler Room Brewpub|1|Brewpub|2100 Casino Dr., Laughlin, Nevada, 89028|http://www.coloradobelle.com/|nevada|28524
Colorado Brewing Company|1|Microbrewery-Closed|12160 Pennsylvania St., Thornton, Colorado, 80241|-|colorado|28525
Columbia Brewing Co.|1|Brewpub|931 Senate St., Columbia, South Carolina, 29201|-|south-carolina|28526
Columbine Mill Brewery & Pizza Co.|1|Brewpub|5798 S. Rapp St., Littleton, Colorado, 80120|http://www.ossinc.net/mww/mill/|colorado|28527
Columbus Brewing Company|1|Brewpub|535 Short St., Columbus, Ohio, 43215|http://www.columbusbrewing.com/|ohio|341
Commonwealth Brewing Co.|1|Brewpub-Closed|10 Rockefeller Plaza (@48th St.), New York, New York, 10020|-|new-york|28529
Commonwealth Brewing Company|1|Brewpub-Closed|138 Portland St., Boston, Massachusetts, 2114|-|massachusetts|28530
Compass Rose Brewpub|1|Brewpub|2203 E. First St., Alamogordo, New Mexico, 88310|-|new-mexico|28531
Conchy Joes Brewing Co.|1|Microbrewery|910 Casting Ct. #304, Fayetteville, North Carolina, 28314|-|north-carolina|28532
Concord Brewery|1|Microbrewery|199 Cabot St., Lowell, Massachusetts, 1854|http://www.drinkrapscallion.com/|massachusetts|59
Concord Junction Brewing Co.|1|Microbrewery|152 Commonwealth Ave., Concord, Massachusetts, 1742|http://www.tiac.net/users/cjbc/|massachusetts|28534
Confluence Brewing Co|1|Microbrewery|1235 Thomas Beck Rd., Suite A, Des Moines, Iowa, 50315|http://confluencebrewing.com/|iowa|28535
Coop Ale Works|1|Microbrewery|1124 NW 51st St, Oklahoma City, Oklahoma, 73118|http://coopaleworks.com/|oklahoma|19456
Cooper Kettle Brewery|1|Microbrewery|339 Fairground Rd., Millmont, Pennsylvania, 17845|http://www.ckbrewery.com/|pennsylvania|28537
CooperSmith's Pub & Brewing|1|Brewpub|#5 Old Towne Square, Fort Collins, Colorado, 80524|http://www.coopersmithspub.com/|colorado|28538
Coopers Cave Ale Co.|1|Microbrewery|2 Sagamore St., Glens Falls, New York, 12801|http://www.cooperscaveale.com/|new-york|28539
Cooperstown Brewing Co.|1|Microbrewery|PO Box 276/River Rd., Milford, New York, 13807|http://www.cooperstownbrewing.com/|new-york|28540
Coophouse Brewery|1|Brewpub|2400 Industrial Ln. #350, Broomfield, Colorado, 80020|-|colorado|28541
Coors Brewing Co - Shenandoah Facility|1|Microbrewery|5135 S Eastside Hwy, Elkton, Virginia, 22827|http://www.coors.com/|virginia|28542
Coors Brewing Co.|1|Microbrewery|311 10th St, 303-277-6246, Colorado, 80401|http://www.coors.com/|colorado|28543
Copper Canyon Brewery|1|Brewpub|27522 NW Hwy, Southfield, Michigan, 48034|http://www.coppercanyonbrewery.com/|michigan|1389
Copper Canyon Brewing/Ale House|1|Brewpub|5945 W. Ray Rd. Suite 13, Chandler, Arizona, 85226|http://www.ccbrewing.com/|arizona|28545
Copper Creek Brewing Company|1|Brewpub|140 E Washington St., Athens, Georgia, 30601|http://www.classiccitybrew.com/burnstone.html|georgia|4196
Copper Dragon Brewing Co.|1|Brewpub|700 E. Grand, Carbondale, Illinois, 62901|http://www.pinchpennypub.com/|illinois|28547
Copper Tank Brewing Co.|1|Brewpub-Closed|2600 Main St., Dallas, Texas, 75226|-|texas|28548
CopperTank Brewing Co.|1|Brewpub-Closed|504 Trinity Street, Austin, Texas, 78701|-|texas|28549
Cornelius Pass Roadhouse & Brewery|1|Brewpub|4045 NW Cornelius Pass Rd., Portland, Oregon, 97124|http://www.mcmenaminspubs.com/|oregon|28550
Corner Pub|1|Brewpub|100 E Main St., Reedsburg, Wisconsin, 53959|http://www.reedsburg.org/members/default.asp?members=restaurants|wisconsin|5522
Cornerstone Brewing Co.|1|Brewpub|58 Front Street, Berea, Ohio, 44017|http://www.cornerstonebrewing.com/|ohio|28552
Cornucopia|1|Brewpub|295 W. 17th (@ Lincoln), Eugene, Oregon, 97401|-|oregon|28553
Coronado Brewing Co.|1|Brewpub|170 Orange St., Coronado, California, 92118|http://www.coronadobrewingcompany.com/|california|28554
Corpus Christi Grille & Brewery|1|Brewpub|701 N. Water St., Corpus Christi, Texas, 78401|-|texas|28555
Cottonwood Grille & Brewery|1|Brewpub|473 Blowing Rock Rd., Boone, North Carolina, 28607|-|north-carolina|28556
Cottrell Brewing Co.|1|Microbrewery|100 Mechanic St, Pawcatuck, Connecticut, 6379|http://www.cottrellbrewing.com/|connecticut|61
Couer d'Alene Brewing Company|1|Microbrewery|209 Lakeside Ave., Couer d'Alene, Idaho, 83814|http://www.cdabrewing.com/|idaho|28558
Court Ave. Brewing|1|Brewpub|309 Court Ave., Des Moines, Iowa, 50309|http://www.courtavebrew.com/|iowa|28559
Courthouse Pub|1|Brewpub|1001 South Eighth St., Manitowoc, Wisconsin, 54220|http://www.courthousepub.com/|wisconsin|28560
Covey Restaurant & Brewery, The|1|Brewpub|3010 s Hulen St., Fort Worth, Texas, 76109|http://www.thecovey.com/|texas|28561
Covington Brewhouse|1|Microbrewery|226 East Lockwood Street, Covington, Louisiana, 70433|http://covingtonbrewhouse.com/|louisiana|22413
Coyote Springs Brewing Co. & Café|1|Brewpub-Closed|122 E. Washington, Phoenix, Arizona, 85004|-|arizona|28563
Crabby Larrys Brew Pub|1|Brewpub|237 West Butler Avenue, Chalfont, Pennsylvania, 18914|http://www.crabbylarrys.com/|pennsylvania|28564
Crabtree Bewing Co|1|Microbrewery|625 3rd St. # D, Greeley, Colorado, 80631|http://www.crabtreebrewing.com/|colorado|28565
Craftsman Brewing Company|1|Microbrewery|1270 Lincoln Ave., Pasadena, California, 91103|http://www.craftsmanbrewing.com/|california|28566
Crazy Ed's Satisfied Frog|1|Microbrewery|6245 E. Cave Creek Rd., Cave Creek, Arizona, 85331|http://www.satisfiedfrog.com/|arizona|28567
Creekside Brewing Co|1|Brewpub|1040 Broad St., San Luis Obispo, California, 93401|http://www.creeksidebrewing.com/|california|28568
Crescent City Brewhouse|1|Brewpub|527 Decatur St., New Orleans, Louisiana, 70130|http://www.crescentcitybrewhouse.com/|louisiana|971
Crested Butte Brewery/Calypso|1|Brewpub|226 Elk Ave., Crested Butte, Colorado, 81224|-|colorado|28570
Cricket Hill Brewing Co., Inc.|1|Microbrewery|24 Kulick Rd, Fairfield, New Jersey, 7004|http://www.crickethillbrewery.com/|new-jersey|28571
Crooked Creek Brewery|1|ContractBrewery|P.O. Box 545, Jamestown, Pennsylvania, 16134|-|pennsylvania|28572
Crooked River Brewing Company|1|Microbrewery|1101 Center St., Cleveland, Ohio, 44113|http://www.crookedriver.com/|ohio|28573
Cross Creek Brewing Company|1|Brewpub-Closed|4150 Sycamore Dairy Rd. , Fayetteville, North Carolina|-|north-carolina|28574
Cross Plains Brewery Inc.|1|ContractBrewery|2109 Hickory St., Cross Plains, Wisconsin, 53528|http://www.essersbest.com/|wisconsin|28575
Crow Peak Brewing Co.|1|Microbrewery|125 West Highway 14, Spearfish, South Dakota, 57783|http://www.crowpeakbrewing.com/|south-dakota|28576
Crown Valley Winery|1|Microbrewery|23589 State Route WW, St Genevieve, Missouri, 63670|http://crowncountry.com/Default.aspx?Site=1|missouri|28577
Cumberland Brews|1|Brewpub|1576 Bardstown Rd, Louisville, Kentucky, 40205|http://www.bbcbrew.com/|kentucky|9529
Custom Brewcrafters Inc.|1|Microbrewery|93 Paper Mill St., Honeoye Falls, New York, 14472|http://www.custombrewcrafters.com/|new-york|28579
D. G. Yuengling & Son Inc.|1|RegionalBrewery|11111 North 30th St, Tampa, Florida, 33612|http://www.yuengling.com/|florida|28580
D.G. Yuengling & Son, Inc.|2|RegionalBrewery|500 Manhantongo St., Pottsville, Pennsylvania, 17901|http://www.yuengling.com/|pennsylvania|28581
D.L. Geary Brewing Co.|1|Microbrewery|38 Evergreen Dr., Portland, Maine, 4103|http://www.gearybrewing.com/|maine|28582
Dad Watson's|1|Brewpub|3601 Fremont Ave. N., Seattle, Washington, 98103|http://www.mcmenaminspubs.com/|washington|28583
Dahlonega Brewing Co./ Carusos Italian Restaurant|1|Brewpub|19 B East Main St., Dahlonega , Georgia, 30533|-|georgia|28584
Dakota Brewing Company|1|ContractBrewery|P.O. Box 5786, Grand Forks, North Dakota, 58206|-|north-dakota|28585
Dale Bros. Brewery|1|Microbrewery|2120 Porterfield Way, Upland, California, 91786|http://www.dalebrosbrewery.com/|california|8818
Dallas County Brewing|1|Brewpub-Closed|301 S. 10th St., Dallas, Texas, 50003|-|texas|28587
Dark Hills Brewery|1|Brewpub|4650 E. Gulley Rd., Fayetteville, Arkansas, 72703|http://www.darkhillsbrewery.com/|arkansas|28588
Dark Horse Brewing Co.|1|Microbrewery|511 S Kalamazoo St., Marshall, Michigan, 49068|http://www.darkhorsebrewery.com/|michigan|28589
Dark Mountain Brewery|1|Microbrewery|13605 E. Benson Hwy., Vail, Arizona, 85641|-|arizona|5864
Dave's Brewpub|1|Brewpub-Closed|10635 Floyd, Overland Park, Kansas, 66212|-|kansas|28591
David & Mark Brewing Co.|1|ContractBrewery|359 Clifton Rd. NE, Atlanta, Georgia, 30307|-|georgia|28592
Davidson Brothers Restaurant & Brewery|1|Brewpub|184 Glen St. Rte. 9, Glens Falls, New York, 12801|http://www.davidsonbrothers.com/|new-york|1646
Defiant Brewing Co.|1|Microbrewery|6 E Dexter Plaza, Pearl River, New York, 10965|http://www.defiantbrewing.com/|new-york|28594
Deja Brew Inc|1|Brewpub|510-B Boston Turnpike Rd, Shrewsbury, Massachusetts, 1545|http://www.deja-brew.com/|massachusetts|28595
Del Norte Brewing Co|1|Microbrewery|1390 West Evans Ave, Bldg 2, Unit O, Denver, Colorado, 80223|http://www.delnortebrewing.com/|colorado|28596
Del Sol Brewing Company|1|Brewpub-Closed|630 6th St., Miami Beach, Florida, 33139|-|florida|28597
Delafield Brewhaus|1|Brewpub|3832 Hillside Dr., Delafield, Wisconsin, 53018|http://www.delafield-brewhaus.com/|wisconsin|3441
Dempsey's Ale House|1|Brewpub|50 E. Washington St., Petaluma, California, 94952|http://www.dempseys.com/|california|28599
Dempseys Brewery, Pub & Restaurant|1|Brewpub|127 N Broadway, Watertown, South Dakota, 57201|http://www.dempseysbrewpub.com/|south-dakota|28600
Denali Brewing Co.|1|Mircobrewery|P.O. Box 1021, Talkeetna, Alaska, 99676|-|alaska|28601
Denali Brewing Company|1|Microbrewery|13605 E Main Street, Anchorage, Alaska, 99520|http://denalibrewingcompany.com/|alaska|28602
Denver Chop House & Brewery|1|Brewpub|1735 19th St. Suite 100, Denver, Colorado, 80202|http://www.chophouse.com/|colorado|988
Depot Deli and Lounge|1|Brewpub|101 N Railroad Ave, Shenandoah, Iowa, 51601|http://www.depotdeli.com/|iowa|28604
Depot Street Brewing Co.|1|Microbrewery|904 Depot St., Jonesborough, Tennessee, 37659|http://www.depotstreetbrewing.com/|tennessee|28605
Deschutes Brewery|1|Microbrewery|901 S.W. Simpson Ave., Bend, Oregon, 97702|http://www.deschutesbrewery.com/|oregon|63
Deschutes Brewery & Public House|1|Brewpub|1044 Bond St. NW, Bend, Oregon, 97701|http://www.deschutesbrewery.com/|oregon|9095
Desert Edge Brewery at the Pub|1|Brewpub|273 Trolley Square, Salt Lake City, Utah, 84102|-|utah|28608
Destihl Restaurant and Brew Works|1|Brewpub|318 S Towanda Ave, Normal, Illinois, 61761|http://www.destihl.com/|illinois|28609
Detroit & Mackinac Brewery|1|ContractBrewery|15414 Mack Ave., Detroit, Michigan, 48224|-|michigan|28610
Detroit Beer Co.|1|Brewpub|1529 E Broadway, Detroit, Michigan, 48226|http://www.detroitbeerco.com/|michigan|6865
Devil's Canyon Brewing Co.|1|Microbrewery|111 Industrial Rd # 7, Belmount, California, 94002|http://www.devilscanyonbrewery.com/|california|28612
Dexter Brewing Co.|1|Microbrewery|1288 Greenwich Ave., Warwick, Rhode Island, 2886|-|rhode-island|28613
Diamond Bear Brewing Co.|1|Microbrewery|323-C Cross St., Suite C, Little Rock, Arkansas, 72201|http://www.diamondbear.com/|arkansas|28614
Diamond Knot Brewery|1|Brewpub|621 Front St., Mukilteo, Washington, 98275|http://www.diamondknot.com/|washington|1590
Diamond Knot Brewery - Production Facility|1|Microbrewery|4602 Chenault Beach Road, Mukilteo, Washington, 98275|http://www.diamondknot.com/|washington|28616
Dicks Brewing Co|1|Microbrewery|5945 Prather Rd., Centralia, Washington, 98531|http://www.dicksbeer.com/|washington|28617
Dillon Dam Brewery|1|Brewpub|100 Little Dam Rd, Dillon, Colorado, 80435|http://www.dambrewery.com/|colorado|907
Dilworth Brewing Company|1|Microbrewery-Closed|1301 East Blvd., Charlotte, North Carolina, 28217|-|north-carolina|28619
Dilworth Micro Brewery|1|Microbrewery-Closed|655 R. Pressley Rd., Charlotte, North Carolina, 28217|-|north-carolina|28620
Dimmer's Brew Pub Inc.|1|Brewpub-Closed|742 N. College Ave., Fort Collins, Colorado, 80525|-|colorado|28621
Dirty Dog Brewery|1|Microbrewery|7401 Aldan Dr., Rio Rancho, New Mexico, 87144|http://www.dirtydogbrewing.com/|new-mexico|28622
District Chophouse & Brewery|1|Brewpub|509 7th St. NW, Washington, DC, Washington DC, 20004|http://www.chophouse.com/|washington-dc|28623
Dixie Brewing Co.|1|ContractBrewery|6221 S Clairborne Ave, New Orleans, Louisiana, 70125|-|louisiana|404
Dock Street Brewery|1|Microbrewery|701 S 50th St. 1st Floor, Philadelphia, Pennsylvania, 19143|http://www.dockstreetbeer.com/|pennsylvania|28625
Dock Street Brewing Co.|1|Brewpub|2 Logan Square, Philadelphia, Pennsylvania, 19103|http://www.dockstreetbeer.com/|pennsylvania|28626
Dock Street Brewing Co. #3|1|ContractBrewery|225 E. City Line Ave., Bala Cynwyd, Pennsylvania, 19004|-|pennsylvania|28627
Dodging Duck Brewhaus|1|Brewpub|402 River Rd., Boerne, Texas, 78006|http://www.dodgingduck.com/|texas|28628
Dogfish Head Brewing & Eats|1|Brewpub|320 Reheboth Ave., Reheboth Beach, Delaware, 19971|http://www.dogfish.com/|delaware|28629
Dogfish Head Craft Brewery|1|RegionalBrewery|6 Cannery Village Ct., Milton, Delaware, 19968|http://www.dogfish.com/|delaware|28630
Dogwood Brewing Co.|1|Microbrewery|1222 Logan Circle, Atlanta, Georgia, 30318|-|georgia|28631
Dolores River Brewpub|1|Brewpub|100 S 4th St, Dolores, Colorado, 81323|http://www.doloresriverbrewery.com/|colorado|28632
Don Gambrinu's Brewpub Inc.|1|Brewpub-Closed|Miami, Florida, 33122|-|florida|28633
Dornbusch Brewing Co.|1|ContractBrewery|31 Mitchell Rd., Ipswich, Massachusetts, 1938|http://mercurybrewing.com/|massachusetts|28634
Dos Banditos Restaurant|1|Brewpub|1004 S. Olde Oneida St., Appleton, Wisconsin, 54915|http://www.dosbanditos.com/|wisconsin|28635
Dostal Alley brewing Co.|1|Brewpub|1 Dostal Alley, Central City, Colorado, 80427|-|colorado|28636
Double Mountain Brewery|1|Microbrewery|8 4th St., Hood River, Oregon, 97031|http://www.doublemountainbrewery.com/|oregon|28637
Downtown Brewing|1|Brewpub|1119 Garden St., San Luis Obispo, California, 93401|http://downtownbrew.com/|california|28638
Downtown Grill & Brewery|1|Brewpub|424 Gay Street, Knoxville, Tennessee, 37902|http://www.downtownbrewery.com/|tennessee|7404
Downtown Joe's Brewery & Restaurant|1|Brewpub|902 Main St., Napa, California, 94559|http://www.downtownjoes.com/|california|28640
Dragonmead Microbrewery|1|Microbrewery|14600 E 11 Mile Rd., Warren, Michigan, 48089|http://www.dragonmead.com/|michigan|2085
Drakes Brewing Company|1|Microbrewery|1933 Davis Street #177 (Westgate Mall), San Leandro, California, 94577|http://www.drinkdrakes.com/home.html|california|28642
Draught House Pub & Brewery|1|Brewpub|4112 Medical Pkwy., Austin, Texas, 78756|http://www.draughthouse.com/|texas|4858
Drinking and Writing Brewery, The|1|Microbrewery|1444 W Hollywood Ave, Chicago, Illinois, 60660|http://www.drinkingandwriting.com/|illinois|28644
Dry Dock Brewing Co.|1|Microbrewery|15110 E Hampden Ave., Aurora, Colorado, 80014|http://www.drydockbrewing.com/|colorado|12314
Dry Town Brewery|1|Microbrewery|3 Round House Rd., Oneonta, New York, 13820|-|new-york|28646
Drytown Brewing Company|1|Microbrewery|P.O. Box 258, Treadwell, New York, 13846|http://www.drytownbrew.com/|new-york|28647
DuClaw Brewing Company|1|Microbrewery|1305 B Governor Ct, Abingdon, Maryland, 21009|http://www.duclaw.com/|maryland|1924
Duck-Rabbit Craft Brewery|1|Microbrewery|4519 West Pine St., Farmville , North Carolina, 27828|http://www.duckrabbitbrewery.com/|north-carolina|28649
Dumbarton Bridge Brewing Co LLC|1|ContractBrewery|330 Rhode Island Ave NE #101 , Washington, DC, Washington DC, 20002|-|washington-dc|28650
Duncan Brewing Co.|1|Microbrewery|Auburndale, Florida|-|florida|28651
Dunedin Brewery|1|Microbrewery|937 Douglas Ave., Dunedin, Florida, 34698|http://www.dunedinbrewery.com/|florida|1620
Dunken's Draught House|1|Brewpub-Closed|102 Main Ave. N., Twin Falls, Idaho, 83301|-|idaho|28653
Duquesne Brewing of Pittsburgh|1|Microbrewery|932 W North Ave., Pittsburgh, Pennsylvania, 15233|-|pennsylvania|28654
Durango Brewing Company|1|Microbrewery|3000 Main Ave., Durango, Colorado, 81301|http://www.durangobrewing.com/|colorado|28655
Duster's Microbrewery|1|Brewpub-Closed|114 N. Main St., Lawton, Michigan, 49065|-|michigan|28656
E. 19th Cafe McMenamins|1|Brewpub|1485 E. 19th Ave., Eugene, Oregon, 97403|http://www.mcmenamins.com/index.php?loc=15|oregon|28657
E.J. Phair Brewing Co. & Alehouse|1|Brewpub|2151 Salvio St., Concord, California, 94518|http://www.ejphair.com/|california|28658
E.J. Phair Brewing Company|1|Microbrewery|975 Detroit Ave., Unit E, Concord, California, 94520|http://www.ejphair.com/|california|862
Eagle Brewing Co. Inc.|1|Microbrewery|134 Silverwood Way, Eagle, Idaho, 83616|-|idaho|28660
Eagle Rock Brewery|1|Mircobrewery|3056 Roswell St., Los Angeles, California, 90065|http://www.eaglerockbrewery.com/|california|21651
Earth Bread + Brewery|1|Brewpub|7136 Germantown Ave, Philadelphia, Pennsylvania, 19119|www.earthbreadbrewery.com|pennsylvania|18189
East End Brewing Co.|1|Microbrewery|6923 Susquehanna St., Pittsburgh, Pennsylvania, 15208|http://www.eastendbrewing.com/|pennsylvania|28663
Eastern Rivers Brewing Company|1|ContractBrewery|7011 Shallowford Rd., Chattanooga, Tennessee, 37421|-|tennessee|28664
Ebenezer's Restaurant & Brewery|1|Brewpub|2005 Lincoln Ave., Ogden, Utah, 84401|-|utah|28665
Eccentric Caf\E9|1|Brewpub|355 E. Kalamazoo Ave., Kalamazoo, Michigan, 49007|http://www.bellsbeer.com/|michigan|28666
Eddie McStiff's Brewpub|1|ContractBrewery|57 S. Main St., Moab, Utah, 84532|http://www.eddiemcstiffs.com/|utah|28667
Eddyline Restaurant & Brewery|1|Brewpub|26 South Main St, Buena Vista, Colorado, 81211|www.eddylinebrewery.com|colorado|20330
Edelweiss Brewery & Restaurant in Holland Hote|1|Brewpub-Closed|209 West Holland Ave., Alpine, Texas, 79830|http://www.edelweissbrewery.com/|texas|28669
Edgefield, PowerStation Theatre and Pub|1|Microbrewery|2126 SW Halsey St., Troutdale, Oregon, 97060|http://www.mcmenamins.com/|oregon|28670
Eel River Brewing Co.|1|Brewpub|1777 Alamar Way, Fortuna, California, 95440|http://www.eelriverbrewing.com/|california|1627
Egan & Sons|1|Brewpub|118 Walnut St., Montclair, New Jersey, 7042|http://www.eganandsons.com/|new-jersey|28672
El Dorado Brewing Company|1|Microbrewery|4384 Harness Tract Road, Camino, California, 95709|http://www.eldobrew.com/|california|25338
El Toro Brewing Company|1|Microbrewery|17370 Hill Rd., Morgan Hill, California, 95037|http://www.eltorobrewing.com/|california|28674
El Toro Brewpub|1|Brewpub|17605  Monterey Dr., Morgan Hill, California, 95037|http://www.eltorobrewing.com/main.html|california|28675
Eldo Brewery & Taproom|1|Brewpub|215 Elk Ave., Crested Butte, Colorado, 81224|-|colorado|28676
Eldorado Canyon Brewing Co.|1|Microbrewery-Closed|6901 W. 117th Ave. A-6, Broomfield, Colorado, 80020|-|colorado|28677
Electric Brewing Co.|1|Microbrewery|1110 Hwy. 92, #8, Bisbee, Arizona, 85603|http://www.electricbrewing.com/|arizona|28678
Electric Dave Brewery|1|Microbrewery|1A DD Street, South Bisbee, Arizona, 85603|-|arizona|28679
Elevator Brewery & Draught Haus|1|Brewpub|161 N High St., Columbus, Ohio, 43215|http://www.elevatorbrewing.com/|ohio|1464
Elevator Brewing Co|1|Microbrewery|406 South Oaks, Marysville , Ohio, 43040|http://www.elevatorbrewing.com/|ohio|28681
Elizabeth Street Brewery|1|Brewpub|San Francisco, California, 94114|http://www.elizabethstreetbrewery.com/|california|24625
Elk Creek Cafe & Aleworks|1|Brewpub|PO Box 432, Millheim, Pennsylvania, 16854|http://www.elkcreekcafe.net/|pennsylvania|16526
Elk Head Brewing Co.|1|Microbrewery|2812 Hwy 410, Buckley, Washington, 98321|-|washington|28684
Ellersick Brewing Co|1|Microbrewery|5030 208th St SW #A, Lynnwood, Washington, 98036|http://www.merchantamerica.com/beer|washington|28685
Ellicott Mills Brewing Co.|1|Brewpub|8308 Main St, Ellicott City, Maryland, 21043|http://www.ellicottmillsbrewing.com/|maryland|28686
